loc_name,status,score,x,y,l_adr,n_sq_rplsa,adresse,c_postal,l_com,n_voie,c_suf1,c_desi,l_voie,pays
,,,,,,"930024432",4 PLACE DE L ORANGERIE,"93390",Clichy-sous-Bois,"4",,PLACE,DE L ORANGERIE,FRANCE
,,,,,,"930024433",4 PLACE DU 11 NOVEMBRE,"93160",Noisy-le-Grand,"4",,PLACE,DU 11 NOVEMBRE,FRANCE
,,,,,,"930024434",4 PLACE MARC SANGNIER,"93270",Sevran,"4",,PLACE,MARC SANGNIER,FRANCE
,,,,,,"930024435",4 RUE ALEXANDRE DUMAS,"93800",Ã‰pinay-sur-Seine,"4",,RUE,ALEXANDRE DUMAS,FRANCE
,,,,,,"930024436",4 RUE D ORADOUR SUR GLANE,"93230",Romainville,"4",,RUE,D ORADOUR SUR GLANE,FRANCE
,,,,,,"930024437",4 RUE DE L ESPACE,"93230",Romainville,"4",,RUE,DE L ESPACE,FRANCE
,,,,,,"930024438",4 RUE DE PORT ROYAL,"93100",Montreuil,"4",,RUE,DE PORT ROYAL,FRANCE
,,,,,,"930024439",4 RUE DES FRERES LUMIERES,"93600",Aulnay-sous-Bois,"4",,RUE,DES FRERES LUMIERES,FRANCE
,,,,,,"930024440",4 RUE FLORA TRISTAN,"93420",Villepinte,"4",,RUE,FLORA TRISTAN,FRANCE
,,,,,,"930024441",4 RUE HENRY BORDEAUX,"93110",Rosny-sous-Bois,"4",,RUE,HENRY BORDEAUX,FRANCE
,,,,,,"930024442",4 RUE ROGER SALENGRO,"93420",Villepinte,"4",,RUE,ROGER SALENGRO,FRANCE
,,,,,,"930024443",40 AVENUE DE LATTRE DE TAS,"93140",Bondy,"40",,AVENUE,DE LATTRE DE TAS,FRANCE
,,,,,,"930024444",40 AVENUE DE LATTRE DE TASSIGNY,"93140",Bondy,"40",,AVENUE,DE LATTRE DE TASSIGNY,FRANCE
,,,,,,"930024445",40 COURSIVE GEORGES MELIES,"93300",Aubervilliers,"40",,COURSIVE,GEORGES MELIES,FRANCE
,,,,,,"930024446",41 ALLEE A DE SAINT EXUPERY,"93200",Saint-Denis,"41",,ALLEE,A DE SAINT EXUPERY,FRANCE
,,,,,,"930024447",41 PLACE N. NEUBURGER,"93140",Bondy,"41",,PLACE,N. NEUBURGER,FRANCE
,,,,,,"930024448",41 SENTE SAINT MARTIN,"93130",Noisy-le-Sec,"41",,SENTE,SAINT MARTIN,FRANCE
,,,,,,"930024449","41 VILLA 41, VILLA DES VERGERS","93370",Montfermeil,"41",,VILLA,"41, VILLA DES VERGERS",FRANCE
,,,,,,"930024450",42 AVENUE H. BARBUSSE,"93140",Bondy,"42",,AVENUE,H. BARBUSSE,FRANCE
,,,,,,"930024451",42 BOULEVARD D ESTIENNE D ORVES,"93000",Bobigny,"42",,BOULEVARD,D ESTIENNE D ORVES,FRANCE
,,,,,,"930024452",43 ALLEE A DE SAINT EXUPERY,"93200",Saint-Denis,"43",,ALLEE,A DE SAINT EXUPERY,FRANCE
,,,,,,"930024453",43 PLACE N. NEUBURGER,"93140",Bondy,"43",,PLACE,N. NEUBURGER,FRANCE
,,,,,,"930024454",43 SENTE SAINT MARTIN,"93130",Noisy-le-Sec,"43",,SENTE,SAINT MARTIN,FRANCE
,,,,,,"930024455",44 AVENUE H. BARBUSSE,"93140",Bondy,"44",,AVENUE,H. BARBUSSE,FRANCE
,,,,,,"930024456",45 ALLEE A DE SAINT EXUPERY,"93200",Saint-Denis,"45",,ALLEE,A DE SAINT EXUPERY,FRANCE
,,,,,,"930024457",45 AVENUE P VAILLANT COUTURIER,"93240",Stains,"45",,AVENUE,P VAILLANT COUTURIER,FRANCE
,,,,,,"930024458",45 PLACE N. NEUBURGER,"93140",Bondy,"45",,PLACE,N. NEUBURGER,FRANCE
,,,,,,"930024459",45 RUE ARISTIDE BRIAND,"93360",Neuilly-Plaisance,"45",,RUE,ARISTIDE BRIAND,FRANCE
,,,,,,"930024460",46 AVENUE DE LATTRE DE TAS,"93140",Bondy,"46",,AVENUE,DE LATTRE DE TAS,FRANCE
,,,,,,"930024461",46 AVENUE H. BARBUSSE,"93140",Bondy,"46",,AVENUE,H. BARBUSSE,FRANCE
,,,,,,"930024462",47 AVENUE P VAILLANT COUTURIER,"93240",Stains,"47",,AVENUE,P VAILLANT COUTURIER,FRANCE
,,,,,,"930024463",47 PLACE N. NEUBURGER,"93140",Bondy,"47",,PLACE,N. NEUBURGER,FRANCE
,,,,,,"930024464",48 AVENUE DE LATTRE DE TAS,"93140",Bondy,"48",,AVENUE,DE LATTRE DE TAS,FRANCE
,,,,,,"930024465",48 AVENUE H. BARBUSSE,"93140",Bondy,"48",,AVENUE,H. BARBUSSE,FRANCE
,,,,,,"930024466",49 PLACE N. NEUBURGER,"93140",Bondy,"49",,PLACE,N. NEUBURGER,FRANCE
,,,,,,"930024467",5 ALLEE DOCTEUR C BERNARD,"93600",Aulnay-sous-Bois,"5",,ALLEE,DOCTEUR C BERNARD,FRANCE
,,,,,,"930024468",5 ALLEE DU GENERAL LECLERC,"93320",Les Pavillons-sous-Bois,"5",,ALLEE,DU GENERAL LECLERC,FRANCE
,,,,,,"930024469",5 AVENUE CLAUDE BERNARD,"93420",Villepinte,"5",,AVENUE,CLAUDE BERNARD,FRANCE
,,,,,,"930024470",5 AVENUE PT SALVADOR ALLENDE,"93100",Montreuil,"5",,AVENUE,PT SALVADOR ALLENDE,FRANCE
,,,,,,"930024471",5 COURS DES MARAICHERS,"93120",La Courneuve,"5",,COURS,DES MARAICHERS,FRANCE
,,,,,,"930024472",5 DE LA DHUYS,"93390",Clichy-sous-Bois,"5",,,DE LA DHUYS,FRANCE
,,,,,,"930024473",5 DOMAINE DE LA DHUIS,"93220",Gagny,"5",,DOMAINE,DE LA DHUIS,FRANCE
,,,,,,"930024474","5 IMPASSE 5, IMPASSE DES VERGERS","93370",Montfermeil,"5",,IMPASSE,"5, IMPASSE DES VERGERS",FRANCE
,,,,,,"930024475",5 PLACE N. NEUBURGER,"93140",Bondy,"5",,PLACE,N. NEUBURGER,FRANCE
,,,,,,"930024476",5 RESIDENCE BAUDOIN,"93350",Le Bourget,"5",,RESIDENCE,BAUDOIN,FRANCE
,,,,,,"930024477",5 RESIDENCE LE GAI LOGIS,"93350",Le Bourget,"5",,RESIDENCE,LE GAI LOGIS,FRANCE
,,,,,,"930024478",5 RESIDENCE LES COQUELICOTS,"93470",Coubron,"5",,RESIDENCE,LES COQUELICOTS,FRANCE
,,,,,,"930024479",5 RUE DE LA TERRE ST BLAISE,"93140",Bondy,"5",,RUE,DE LA TERRE ST BLAISE,FRANCE
,,,,,,"930024480",5 RUE DE PORT ROYAL,"93100",Montreuil,"5",,RUE,DE PORT ROYAL,FRANCE
,,,,,,"930024481",5 RUE HENRY BORDEAUX,"93110",Rosny-sous-Bois,"5",,RUE,HENRY BORDEAUX,FRANCE
,,,,,,"930024482",5 RUE MAXIMILIEN ROBESPIERRE,"93420",Villepinte,"5",,RUE,MAXIMILIEN ROBESPIERRE,FRANCE
,,,,,,"930024483",5 RUE RENE ET IZA LEFEVRE,"93450",L'ÃŽle-Saint-Denis,"5",,RUE,RENE ET IZA LEFEVRE,FRANCE
,,,,,,"930024484",50 AVENUE H. BARBUSSE,"93140",Bondy,"50",,AVENUE,H. BARBUSSE,FRANCE
,,,,,,"930024485",51 PLACE N. NEUBURGER,"93140",Bondy,"51",,PLACE,N. NEUBURGER,FRANCE
,,,,,,"930024486",58 RUE CREVE COEUR,"93300",Aubervilliers,"58",,RUE,CREVE COEUR,FRANCE
,,,,,,"930024487",58 RUE LUCIEN SALLES,"93160",Noisy-le-Grand,"58",,RUE,LUCIEN SALLES,FRANCE
,,,,,,"930024488",6 AVENUE DE LATTRE DE TASSIGNY,"93140",Bondy,"6",,AVENUE,DE LATTRE DE TASSIGNY,FRANCE
,,,,,,"930024489",6 DE LA DHUYS,"93390",Clichy-sous-Bois,"6",,,DE LA DHUYS,FRANCE
,,,,,,"930024490",6 DES RENOUILLERES,"93360",Neuilly-Plaisance,"6",,,DES RENOUILLERES,FRANCE
,,,,,,"930024491",6 DOMAINE DE LA DHUIS,"93220",Gagny,"6",,DOMAINE,DE LA DHUIS,FRANCE
,,,,,,"930024492","6 IMPASSE 6, IMPASSE DES VERGERS","93370",Montfermeil,"6",,IMPASSE,"6, IMPASSE DES VERGERS",FRANCE
,,,,,,"930024493",6 MAIL GARCIA LORCA,"93160",Noisy-le-Grand,"6",,MAIL,GARCIA LORCA,FRANCE
,,,,,,"930024494",6 PIERRE MENDES FRANCE,"93190",Livry-Gargan,"6",,,PIERRE MENDES FRANCE,FRANCE
,,,,,,"930024495",6 PLACE DE L ORANGERIE,"93390",Clichy-sous-Bois,"6",,PLACE,DE L ORANGERIE,FRANCE
,,,,,,"930024496",6 PLACE DU 11 NOVEMBRE,"93160",Noisy-le-Grand,"6",,PLACE,DU 11 NOVEMBRE,FRANCE
,,,,,,"930024497",6 PLACE MARC SANGNIER,"93270",Sevran,"6",,PLACE,MARC SANGNIER,FRANCE
,,,,,,"930024498",6 ROND-POINT MONTFERMEIL,"93340",Le Raincy,"6",,ROND-POINT,MONTFERMEIL,FRANCE
,,,,,,"930024499",6 RUE D ORADOUR SUR GLANE,"93230",Romainville,"6",,RUE,D ORADOUR SUR GLANE,FRANCE
,,,,,,"930024500",6 RUE DE PORT ROYAL,"93100",Montreuil,"6",,RUE,DE PORT ROYAL,FRANCE
,,,,,,"930024501",6 RUE HENRY BORDEAUX,"93110",Rosny-sous-Bois,"6",,RUE,HENRY BORDEAUX,FRANCE
,,,,,,"930024502",60 AVENUE DE LATTRE DE TAS,"93140",Bondy,"60",,AVENUE,DE LATTRE DE TAS,FRANCE
,,,,,,"930024503",60 RUE LUCIEN SALLES,"93160",Noisy-le-Grand,"60",,RUE,LUCIEN SALLES,FRANCE
,,,,,,"930024504",62 AVENUE DE LATTRE DE TAS,"93140",Bondy,"62",,AVENUE,DE LATTRE DE TAS,FRANCE
,,,,,,"930024505",62 RUE LUCIEN SALLES,"93160",Noisy-le-Grand,"62",,RUE,LUCIEN SALLES,FRANCE
,,,,,,"930024506",63 RUE DU DOCTEUR PARAT,"93230",Romainville,"63",,RUE,DU DOCTEUR PARAT,FRANCE
,,,,,,"930024507",64 AVENUE DE LATTRE DE TAS,"93140",Bondy,"64",,AVENUE,DE LATTRE DE TAS,FRANCE
,,,,,,"930024508",64 RUE LUCIEN SALLES,"93160",Noisy-le-Grand,"64",,RUE,LUCIEN SALLES,FRANCE
,,,,,,"930024509",66 AVENUE DE LATTRE DE TAS,"93140",Bondy,"66",,AVENUE,DE LATTRE DE TAS,FRANCE
,,,,,,"930024510",68 AVENUE DE LATTRE DE TAS,"93140",Bondy,"68",,AVENUE,DE LATTRE DE TAS,FRANCE
,,,,,,"930024511",68 AVENUE P VAILLANT COUTURIER,"93240",Stains,"68",,AVENUE,P VAILLANT COUTURIER,FRANCE
,,,,,,"930024512",7 ALLEE DOCTEUR C BERNARD,"93600",Aulnay-sous-Bois,"7",,ALLEE,DOCTEUR C BERNARD,FRANCE
,,,,,,"930024513",7 ALLEE DU GENERAL LECLERC,"93320",Les Pavillons-sous-Bois,"7",,ALLEE,DU GENERAL LECLERC,FRANCE
,,,,,,"930024514",7 AVENUE PT SALVADOR ALLENDE,"93100",Montreuil,"7",,AVENUE,PT SALVADOR ALLENDE,FRANCE
,,,,,,"930024515",7 DE LA DHUYS,"93390",Clichy-sous-Bois,"7",,,DE LA DHUYS,FRANCE
,,,,,,"930024516",7 DOMAINE DE LA DHUIS,"93220",Gagny,"7",,DOMAINE,DE LA DHUIS,FRANCE
,,,,,,"930024517","7 IMPASSE 7, IMPASSE DES VERGERS","93370",Montfermeil,"7",,IMPASSE,"7, IMPASSE DES VERGERS",FRANCE
,,,,,,"930024518",7 PLACE N. NEUBURGER,"93140",Bondy,"7",,PLACE,N. NEUBURGER,FRANCE
,,,,,,"930024519",7 RUE DE LA TERRE ST BLAISE,"93140",Bondy,"7",,RUE,DE LA TERRE ST BLAISE,FRANCE
,,,,,,"930024520",7 RUE DE PORT ROYAL,"93100",Montreuil,"7",,RUE,DE PORT ROYAL,FRANCE
,,,,,,"930024521",7 RUE DU CLOCHER,"93600",Aulnay-sous-Bois,"7",,RUE,DU CLOCHER,FRANCE
,,,,,,"930024522",7 RUE HENRY BORDEAUX,"93110",Rosny-sous-Bois,"7",,RUE,HENRY BORDEAUX,FRANCE
,,,,,,"930024523",7 RUE MAXIMILIEN ROBESPIERRE,"93420",Villepinte,"7",,RUE,MAXIMILIEN ROBESPIERRE,FRANCE
,,,,,,"930024524",70 AVENUE DE LATTRE DE TAS,"93140",Bondy,"70",,AVENUE,DE LATTRE DE TAS,FRANCE
,,,,,,"930024525",70 AVENUE P VAILLANT COUTURIER,"93240",Stains,"70",,AVENUE,P VAILLANT COUTURIER,FRANCE
,,,,,,"930024526",76 RUE DE L ETANG A L EAU,"93110",Rosny-sous-Bois,"76",,RUE,DE L ETANG A L EAU,FRANCE
,,,,,,"930024527",78 RUE DE L ETANG A L EAU,"93110",Rosny-sous-Bois,"78",,RUE,DE L ETANG A L EAU,FRANCE
,,,,,,"930024528",8 AVENUE DE LATTRE DE TASSIGNY,"93140",Bondy,"8",,AVENUE,DE LATTRE DE TASSIGNY,FRANCE
,,,,,,"930024529",8 DE LA DHUYS,"93390",Clichy-sous-Bois,"8",,,DE LA DHUYS,FRANCE
,,,,,,"930024530",8 DES RENOUILLERES,"93360",Neuilly-Plaisance,"8",,,DES RENOUILLERES,FRANCE
,,,,,,"930024531",8 DOMAINE DE LA DHUIS,"93220",Gagny,"8",,DOMAINE,DE LA DHUIS,FRANCE
,,,,,,"930024532","8 IMPASSE 8, IMPASSE DES VERGERS","93370",Montfermeil,"8",,IMPASSE,"8, IMPASSE DES VERGERS",FRANCE
,,,,,,"930024533",8 PIERRE MENDES FRANCE,"93190",Livry-Gargan,"8",,,PIERRE MENDES FRANCE,FRANCE
,,,,,,"930024534",8 PLACE DE L ORANGERIE,"93390",Clichy-sous-Bois,"8",,PLACE,DE L ORANGERIE,FRANCE
,,,,,,"930024535",8 PLACE MARC SANGNIER,"93270",Sevran,"8",,PLACE,MARC SANGNIER,FRANCE
,,,,,,"930024536",8 ROND-POINT MONTFERMEIL,"93340",Le Raincy,"8",,ROND-POINT,MONTFERMEIL,FRANCE
,,,,,,"930024537",8 RUE D ORADOUR SUR GLANE,"93230",Romainville,"8",,RUE,D ORADOUR SUR GLANE,FRANCE
,,,,,,"930024538",8 RUE SIMONOT,"93310",Le PrÃ©-Saint-Gervais,"8",,RUE,SIMONOT,FRANCE
,,,,,,"930024539",80 RUE DE L ETANG A L EAU,"93110",Rosny-sous-Bois,"80",,RUE,DE L ETANG A L EAU,FRANCE
,,,,,,"930024540",83 BIS RUE SAINT DENIS,"93130",Noisy-le-Sec,"83",BIS,RUE,SAINT DENIS,FRANCE
,,,,,,"930024541",9 ALLEE DOCTEUR C BERNARD,"93600",Aulnay-sous-Bois,"9",,ALLEE,DOCTEUR C BERNARD,FRANCE
,,,,,,"930024542",9 ALLEE DU GENERAL LECLERC,"93320",Les Pavillons-sous-Bois,"9",,ALLEE,DU GENERAL LECLERC,FRANCE
,,,,,,"930024543",9 AVENUE G MONMOUSSEAU,"93240",Stains,"9",,AVENUE,G MONMOUSSEAU,FRANCE
,,,,,,"930024544",9 AVENUE PT SALVADOR ALLENDE,"93100",Montreuil,"9",,AVENUE,PT SALVADOR ALLENDE,FRANCE
,,,,,,"930024545",9 COURS DES MARAICHERS,"93120",La Courneuve,"9",,COURS,DES MARAICHERS,FRANCE
,,,,,,"930024546",9 DE LA DHUYS,"93390",Clichy-sous-Bois,"9",,,DE LA DHUYS,FRANCE
,,,,,,"930024547",9 DOMAINE DE LA DHUIS,"93220",Gagny,"9",,DOMAINE,DE LA DHUIS,FRANCE
,,,,,,"930024548","9 IMPASSE 9, IMPASSE DES VERGERS","93370",Montfermeil,"9",,IMPASSE,"9, IMPASSE DES VERGERS",FRANCE
,,,,,,"930024549",9 PLACE N. NEUBURGER,"93140",Bondy,"9",,PLACE,N. NEUBURGER,FRANCE
,,,,,,"930024550",9 RUE DE PORT ROYAL,"93100",Montreuil,"9",,RUE,DE PORT ROYAL,FRANCE
,,,,,,"930024551",9 RUE DU CLOCHER,"93600",Aulnay-sous-Bois,"9",,RUE,DU CLOCHER,FRANCE
,,,,,,"930024552",9 RUE HENRY BORDEAUX,"93110",Rosny-sous-Bois,"9",,RUE,HENRY BORDEAUX,FRANCE
,,,,,,"930024553",9 RUE MAXIMILIEN ROBESPIERRE,"93420",Villepinte,"9",,RUE,MAXIMILIEN ROBESPIERRE,FRANCE
,,,,,,"930024554",AVENUE DE LATTRE DE TASSIGNY,"93140",Bondy,,,AVENUE,DE LATTRE DE TASSIGNY,FRANCE
,,,,,,"930024555",AVENUE JEAN JAURES,"93000",Bobigny,,,AVENUE,JEAN JAURES,FRANCE
,,,,,,"930024556",BOULEVARD DU GENERAL LECLERC,"93260",Les Lilas,,,BOULEVARD,DU GENERAL LECLERC,FRANCE
,,,,,,"930024557",BOULEVARD JACQUES DECOUR,"93150",Le Blanc-Mesnil,,,BOULEVARD,JACQUES DECOUR,FRANCE
,,,,,,"930024558",CITE DES BLES D OR,"93150",Le Blanc-Mesnil,,,CITE,DES BLES D OR,FRANCE
,,,,,,"930024559",CITE HENRI BARBUSSE,"93000",Bobigny,,,CITE,HENRI BARBUSSE,FRANCE
,,,,,,"930024560",PLACE A. THOMAS,"93140",Bondy,,,PLACE,A. THOMAS,FRANCE
,,,,,,"930024561",RUE DE LA PROSPERITE,"93000",Bobigny,,,RUE,DE LA PROSPERITE,FRANCE
,,,,,,"930024562",RUE DES BOIS DE GROSLAY,"93700",Drancy,,,RUE,DES BOIS DE GROSLAY,FRANCE
,,,,,,"930024563",RUE LEO LAGRANGE,"93130",Noisy-le-Sec,,,RUE,LEO LAGRANGE,FRANCE
,,,,,,"930024565",SENTE BLERIOT,"93140",Bondy,,,SENTE,BLERIOT,FRANCE
,,,,,,"930024566",CHEMIN DE L ABÎME,"93370",Montfermeil,,,CHEMIN,DE L  ABÎME,FRANCE
,,,,,,"930024567",CHEMIN DE L ABÎME,"93370",Montfermeil,,,CHEMIN,DE L  ABÎME,FRANCE
,,,,,,"940018204",1 ALLEE DU 8 MAI 1946,"94140",Alfortville,"1",,ALLEE,DU 8 MAI 1946,FRANCE
,,,,,,"940018205",1 ALLEE DU 8 MAI 1949,"94140",Alfortville,"1",,ALLEE,DU 8 MAI 1949,FRANCE
,,,,,,"940018206",1 ALLEE DU 8 MAI 1951,"94140",Alfortville,"1",,ALLEE,DU 8 MAI 1951,FRANCE
,,,,,,"940018207",1 ALLEE DU 8 MAI 1952,"94140",Alfortville,"1",,ALLEE,DU 8 MAI 1952,FRANCE
,,,,,,"940018208",1 ALLEE DU CLOS DE LA PTE FERME,"94880",Noiseau,"1",,ALLEE,DU CLOS DE LA PTE FERME,FRANCE
,,,,,,"940018209",1 ALLÉE DU FAISON DORÉ,"94420",Le Plessis-TrÃ©vise,"1",,,ALLÉE DU FAISON DORÉ,FRANCE
,,,,,,"940018210",1 ALLEE JEAN COUZY,"94400",Vitry-sur-Seine,"1",,ALLEE,JEAN COUZY,FRANCE
,,,,,,"940018211",1 ALLEE S. DELAUNAY,"94800",Villejuif,"1",,ALLEE,S. DELAUNAY,FRANCE
,,,,,,"940018212",1 AVENUE DU DOCTEUR CHARCOT,"94600",Choisy-le-Roi,"1",,AVENUE,DU DOCTEUR CHARCOT,FRANCE
,,,,,,"940018213",1 AVENUE MICHEL GOUTIER,"94380",Bonneuil-sur-Marne,"1",,AVENUE,MICHEL GOUTIER,FRANCE
,,,,,,"940018214",1 CITE DES PEUPLIERS,"94500",Champigny-sur-Marne,"1",,CITE,DES PEUPLIERS,FRANCE
,,,,,,"940018215",1 ESPACE LE PETIT NOYER,"94460",Valenton,"1",,ESPACE,LE PETIT NOYER,FRANCE
,,,,,,"940018216",1 IMPASSE GUTEMBERG,"94110",Arcueil,"1",,IMPASSE,GUTEMBERG,FRANCE
,,,,,,"940018217",1 IMPASSE THIMONIER,"94110",Arcueil,"1",,IMPASSE,THIMONIER,FRANCE
,,,,,,"940018218",1 O ALLEE EUGENE BELGRAND,"94230",Cachan,"1",O,ALLEE,EUGENE BELGRAND,FRANCE
,,,,,,"940018219",1 O ALLEE GUSTAVE COURBET,"94230",Cachan,"1",O,ALLEE,GUSTAVE COURBET,FRANCE
,,,,,,"940018220",1 OREE DU PARC,"94420",Le Plessis-TrÃ©vise,"1",,,OREE DU PARC,FRANCE
,,,,,,"940018221",1 PLACE DE LA VICTOIRE DU 08/05/45,"94250",Gentilly,"1",,PLACE,DE LA VICTOIRE DU 08/05/45,FRANCE
,,,,,,"940018222",1 PLACE GUTEMBERG,"94110",Arcueil,"1",,PLACE,GUTEMBERG,FRANCE
,,,,,,"940018223",1 RESIDENCE LES ANEMONES,"94260",Fresnes,"1",,RESIDENCE,LES ANEMONES,FRANCE
,,,,,,"940018224",1 RUE BERTHE MORIZOT,"94450",Limeil-BrÃ©vannes,"1",,RUE,BERTHE MORIZOT,FRANCE
,,,,,,"940018225",1 RUE DES CHARDONNERETS,"94450",Limeil-BrÃ©vannes,"1",,RUE,DES CHARDONNERETS,FRANCE
,,,,,,"940018226",1 RUE ITZHAK RABIN,"94270",Le Kremlin-BicÃªtre,"1",,RUE,ITZHAK RABIN,FRANCE
,,,,,,"940018227",1 RUE LOUIS BLANC,"94140",Alfortville,"1",,RUE,LOUIS BLANC,FRANCE
,,,,,,"940018228",1 RUE MELINA,"94500",Champigny-sur-Marne,"1",,RUE,MELINA,FRANCE
,,,,,,"940018229",1 RUE PASTEUR MARTIN LUTHER KING,"94120",Fontenay-sous-Bois,"1",,RUE,PASTEUR MARTIN LUTHER KING,FRANCE
,,,,,,"940018230",1 RUE ROGER DERRY,"94400",Vitry-sur-Seine,"1",,RUE,ROGER DERRY,FRANCE
,,,,,,"940018231",1 RUE X. GUILLEMIN,"94800",Villejuif,"1",,RUE,X. GUILLEMIN,FRANCE
,,,,,,"940018232",1 VILLA DU CEDRE 32 AVE BERTRAND,"94420",Le Plessis-TrÃ©vise,"1",,VILLA,DU CEDRE 32 AVE BERTRAND,FRANCE
,,,,,,"940018233",1 VILLA FRANCHE COMTE,"94430",ChenneviÃ¨res-sur-Marne,"1",,VILLA,FRANCHE COMTE,FRANCE
,,,,,,"940018234",1 VILLA PINS 42 RUE CHENNEVIERES,"94420",Le Plessis-TrÃ©vise,"1",,VILLA,PINS 42 RUE CHENNEVIERES,FRANCE
,,,,,,"940018235",10 ALLEE JOSEPH RAVANEL,"94400",Vitry-sur-Seine,"10",,ALLEE,JOSEPH RAVANEL,FRANCE
,,,,,,"940018236",10 ALLEE S. DELAUNAY,"94800",Villejuif,"10",,ALLEE,S. DELAUNAY,FRANCE
,,,,,,"940018237",10 AVENUE MICHEL GOUTIER,"94380",Bonneuil-sur-Marne,"10",,AVENUE,MICHEL GOUTIER,FRANCE
,,,,,,"940018238",10 IMPASSE GUTEMBERG,"94110",Arcueil,"10",,IMPASSE,GUTEMBERG,FRANCE
,,,,,,"940018239",10 IMPASSE THIMONIER,"94110",Arcueil,"10",,IMPASSE,THIMONIER,FRANCE
,,,,,,"940018240",10 JARDIN DU CARD DE RICHELIEU,"94220",Charenton-le-Pont,"10",,JARDIN,DU CARD DE RICHELIEU,FRANCE
,,,,,,"940018241",10 PLACE GUTEMBERG,"94110",Arcueil,"10",,PLACE,GUTEMBERG,FRANCE
,,,,,,"940018242",10 RESIDENCE LES ANEMONES,"94260",Fresnes,"10",,RESIDENCE,LES ANEMONES,FRANCE
,,,,,,"940018243",10 RUE AGLAE CRETTE,"94400",Vitry-sur-Seine,"10",,RUE,AGLAE CRETTE,FRANCE
,,,,,,"940018244",10 RUE BERTHE MORIZOT,"94450",Limeil-BrÃ©vannes,"10",,RUE,BERTHE MORIZOT,FRANCE
,,,,,,"940018245",10 RUE MENTIENNES,"94350",Villiers-sur-Marne,"10",,RUE,MENTIENNES,FRANCE
,,,,,,"940018246",10 RUE PAUL GAUGUIN,"94400",Vitry-sur-Seine,"10",,RUE,PAUL GAUGUIN,FRANCE
,,,,,,"940018247",108 RUE DE MOLIÈRE,"94200",Ivry-sur-Seine,"108",,RUE,DE MOLIÈRE,FRANCE
,,,,,,"940018248",11 AVENUE MICHEL GOUTIER,"94380",Bonneuil-sur-Marne,"11",,AVENUE,MICHEL GOUTIER,FRANCE
,,,,,,"940018249",11 ESPACE LE PETIT NOYER,"94460",Valenton,"11",,ESPACE,LE PETIT NOYER,FRANCE
,,,,,,"940018250",11 IMPASSE THIMONIER,"94110",Arcueil,"11",,IMPASSE,THIMONIER,FRANCE
,,,,,,"940018251",11 PLACE GUTEMBERG,"94110",Arcueil,"11",,PLACE,GUTEMBERG,FRANCE
,,,,,,"940018252",11 RESIDENCE LES ANEMONES,"94260",Fresnes,"11",,RESIDENCE,LES ANEMONES,FRANCE
,,,,,,"940018253",11 RUE AUGUSTE ET LOUIS LUMIERE,"94190",Villeneuve-Saint-Georges,"11",,RUE,AUGUSTE ET LOUIS LUMIERE,FRANCE
,,,,,,"940018254",11 RUE DE LA 1ERE DIVISION,"94160",Saint-MandÃ©,"11",,RUE,DE LA 1ERE DIVISION,FRANCE
,,,,,,"940018255",11 RUE FRANCIS POULENC,"94400",Vitry-sur-Seine,"11",,RUE,FRANCIS POULENC,FRANCE
,,,,,,"940018256",11 RUE GEORGES SAND,"94550",Chevilly-Larue,"11",,RUE,GEORGES SAND,FRANCE
,,,,,,"940018257",11 RUE GUTEMBERG,"94460",Valenton,"11",,RUE,GUTEMBERG,FRANCE
,,,,,,"940018258",11 RUE MARCEL CERDAN,"94320",Thiais,"11",,RUE,MARCEL CERDAN,FRANCE
,,,,,,"940018259",11 RUE PAUL GAUGUIN,"94400",Vitry-sur-Seine,"11",,RUE,PAUL GAUGUIN,FRANCE
,,,,,,"940018260",11 RUE ROGER DERRY,"94400",Vitry-sur-Seine,"11",,RUE,ROGER DERRY,FRANCE
